text,start,duration,end,clean_text,tokens,word_count,sentiment,sentiment_num,entities,time_bin
"To do this, we custom built
Apple’s smallest heart rate sensor.",603.466,3.871,607.337,"to do this, we custom built
apple’s smallest heart rate sensor.","['to', 'do', 'we', 'custom', 'built', 'smallest', 'heart', 'rate']",8,NEGATIVE,-1,[],600.0
"Machine learning algorithms fuse together
data from the sensors",607.337,3.27,610.607,"machine learning algorithms fuse together
data from the sensors","['machine', 'learning', 'algorithms', 'fuse', 'together', 'data', 'from', 'the', 'sensors']",9,POSITIVE,1,[],600.0
"and accelerometers to deliver
precise measurements.",610.64,3.57,614.21,"and accelerometers to deliver
precise measurements.","['and', 'accelerometers', 'to', 'deliver', 'precise']",5,POSITIVE,1,[],600.0
"This is combined with a new on-device
AI model for activity and calorie tracking",614.744,4.605,619.349,"this is combined with a new on-device
ai model for activity and calorie tracking","['this', 'is', 'combined', 'with', 'a', 'new', 'ai', 'model', 'for', 'activity', 'and', 'calorie', 'tracking']",13,NEGATIVE,-1,[],600.0
"trained from more than
50 million hours of data",619.382,2.736,622.1179999999999,"trained from more than
50 million hours of data","['trained', 'from', 'more', 'than', 'million', 'hours', 'of', 'data']",8,POSITIVE,1,"[('more than\n50 million hours', 'CARDINAL')]",600.0
"from the Apple Heart and Movement Study,",622.152,2.235,624.3870000000001,"from the apple heart and movement study,","['from', 'the', 'apple', 'heart', 'and', 'movement']",6,POSITIVE,1,[],600.0
"which is one
of the largest studies of its kind",624.42,2.103,626.5229999999999,"which is one
of the largest studies of its kind","['which', 'is', 'one', 'of', 'the', 'largest', 'studies', 'of', 'its', 'kind']",10,POSITIVE,1,"[('one', 'CARDINAL')]",600.0
"with more than 250,000 participants.",626.556,3.303,629.859,"with more than 250,000 participants.","['with', 'more', 'than']",3,POSITIVE,1,"[('more than 250,000', 'CARDINAL')]",600.0
"This incredible integration
between hardware and software",630.393,3.036,633.429,"this incredible integration
between hardware and software","['this', 'incredible', 'integration', 'between', 'hardware', 'and', 'software']",7,POSITIVE,1,[],600.0
"takes your fitness experience
to the next level with AirPods Pro 3.",633.463,4.571,638.034,"takes your fitness experience
to the next level with airpods pro 3.","['takes', 'your', 'fitness', 'experience', 'to', 'the', 'next', 'level', 'with', 'airpods', 'pro']",11,POSITIVE,1,"[('3', 'CARDINAL')]",600.0
"Now, when you go
to the Fitness app on iPhone,",638.334,2.57,640.904,"now, when you go
to the fitness app on iphone,","['when', 'you', 'go', 'to', 'the', 'fitness', 'app', 'on']",8,NEGATIVE,-1,[],600.0
"you’ll see a new Workout experience,",640.937,2.636,643.573,"you’ll see a new workout experience,","['see', 'a', 'new', 'workout']",4,POSITIVE,1,[],600.0
"where with just AirPods Pro you can
track up to 50 different workout types,",643.84,4.638,648.4780000000001,"where with just airpods pro you can
track up to 50 different workout types,","['where', 'with', 'just', 'airpods', 'pro', 'you', 'can', 'track', 'up', 'to', 'different', 'workout']",12,NEGATIVE,-1,"[('up to 50', 'CARDINAL')]",600.0
and it’s so easy to get started.,648.478,2.669,651.1469999999999,and it’s so easy to get started.,"['and', 'so', 'easy', 'to', 'get']",5,POSITIVE,1,[],600.0
"This means you can get even
more from the activities you love.",651.814,3.471,655.285,"this means you can get even
more from the activities you love.","['this', 'means', 'you', 'can', 'get', 'even', 'more', 'from', 'the', 'activities', 'you']",11,POSITIVE,1,[],600.0
"So when you’re listening to music on your
daily walk, you can track heart rate",655.318,4.004,659.322,"so when you’re listening to music on your
daily walk, you can track heart rate","['so', 'when', 'listening', 'to', 'music', 'on', 'your', 'daily', 'you', 'can', 'track', 'heart', 'rate']",13,POSITIVE,1,"[('daily', 'DATE')]",600.0
"and calories burned
using the new AirPods Pro.",659.355,3.003,662.3580000000001,"and calories burned
using the new airpods pro.","['and', 'calories', 'burned', 'using', 'the', 'new', 'airpods']",7,NEGATIVE,-1,[],600.0
"And, you’ll have access
to audio experiences",662.792,2.403,665.195,"and, you’ll have access
to audio experiences","['have', 'access', 'to', 'audio', 'experiences']",5,POSITIVE,1,[],600.0
"like Workout Buddy
powered by Apple Intelligence",665.228,2.669,667.8969999999999,"like workout buddy
powered by apple intelligence","['like', 'workout', 'buddy', 'powered', 'by', 'apple', 'intelligence']",7,POSITIVE,1,[],600.0
to motivate you along the way.,667.931,2.035,669.966,to motivate you along the way.,"['to', 'motivate', 'you', 'along', 'the']",5,POSITIVE,1,[],600.0
"[WORKOUT BUDDY]
“That’s a new record!”",670.066,1.468,671.534,"[workout buddy]
“that’s a new record!”","['a', 'new']",2,POSITIVE,1,[],600.0
"“You just walked the longest distance
in the walking workout this month.”",671.534,3.971,675.505,"“you just walked the longest distance
in the walking workout this month.”","['just', 'walked', 'the', 'longest', 'distance', 'in', 'the', 'walking', 'workout', 'this']",10,NEGATIVE,-1,"[('this month', 'DATE')]",600.0
"Workouts you complete
will also help close your Move ring,",675.772,2.903,678.6750000000001,"workouts you complete
will also help close your move ring,","['workouts', 'you', 'complete', 'will', 'also', 'help', 'close', 'your', 'move']",9,POSITIVE,1,[],600.0
"contribute to your step count,",678.708,1.702,680.41,"contribute to your step count,","['contribute', 'to', 'your', 'step']",4,POSITIVE,1,[],600.0
"and you can stay motivated to do
even more by earning Awards.",680.41,4.037,684.447,"and you can stay motivated to do
even more by earning awards.","['and', 'you', 'can', 'stay', 'motivated', 'to', 'do', 'even', 'more', 'by', 'earning']",11,POSITIVE,1,[],600.0
"In Fitness+ workouts, you can also
get metrics like heart rate, calories,",684.581,4.237,688.818,"in fitness+ workouts, you can also
get metrics like heart rate, calories,","['in', 'you', 'can', 'also', 'get', 'metrics', 'like', 'heart']",8,POSITIVE,1,[],600.0
"and even the Burn Bar
to help keep you going.",688.851,2.536,691.387,"and even the burn bar
to help keep you going.","['and', 'even', 'the', 'burn', 'bar', 'to', 'help', 'keep', 'you']",9,NEGATIVE,-1,[],600.0
"And you can track workouts at the gym
including those from developers like",691.554,3.537,695.091,"and you can track workouts at the gym
including those from developers like","['and', 'you', 'can', 'track', 'workouts', 'at', 'the', 'gym', 'including', 'those', 'from', 'developers', 'like']",13,POSITIVE,1,[],600.0
"Ladder, who can use new APIs
to incorporate key metrics",695.091,3.57,698.6610000000001,"ladder, who can use new apis
to incorporate key metrics","['who', 'can', 'use', 'new', 'apis', 'to', 'incorporate', 'key', 'metrics']",9,NEGATIVE,-1,[],600.0
into their apps as well.,698.695,1.768,700.4630000000001,into their apps as well.,"['into', 'their', 'apps', 'as']",4,POSITIVE,1,[],600.0
"So that’s the new fitness
experience with AirPods Pro 3.",700.83,3.804,704.634,"so that’s the new fitness
experience with airpods pro 3.","['so', 'the', 'new', 'fitness', 'experience', 'with', 'airpods', 'pro']",8,POSITIVE,1,"[('3', 'CARDINAL')]",600.0
"Now, back to Kate.",704.667,1.735,706.402,"now, back to kate.","['back', 'to']",2,POSITIVE,1,[],600.0
"In addition to breakthrough
performance across the board,",709.405,3.37,712.775,"in addition to breakthrough
performance across the board,","['in', 'addition', 'to', 'breakthrough', 'performance', 'across', 'the']",7,POSITIVE,1,[],600.0
"you will also get longer battery
life throughout the day.",712.775,3.07,715.845,"you will also get longer battery
life throughout the day.","['you', 'will', 'also', 'get', 'longer', 'battery', 'life', 'throughout', 'the']",9,NEGATIVE,-1,"[('the day', 'DATE')]",600.0
"We are moving from six hours on a single
charge to eight hours, taking you through",716.145,4.872,721.0169999999999,"we are moving from six hours on a single
charge to eight hours, taking you through","['we', 'are', 'moving', 'from', 'six', 'hours', 'on', 'a', 'single', 'charge', 'to', 'eight', 'taking', 'you', 'through']",15,POSITIVE,1,"[('six hours', 'TIME'), ('eight hours', 'TIME')]",600.0
"that transatlantic flight while listening
to music with Active Noise Cancellation.",721.05,5.005,726.055,"that transatlantic flight while listening
to music with active noise cancellation.","['that', 'transatlantic', 'flight', 'while', 'listening', 'to', 'music', 'with', 'active', 'noise']",10,NEGATIVE,-1,[],720.0
"To help our Hearing Aid users,",726.389,1.668,728.057,"to help our hearing aid users,","['to', 'help', 'our', 'hearing', 'aid']",5,POSITIVE,1,[],720.0
"we are thrilled to provide ten hours
on a single charge in Transparency.",728.057,4.939,732.996,"we are thrilled to provide ten hours
on a single charge in transparency.","['we', 'are', 'thrilled', 'to', 'provide', 'ten', 'hours', 'on', 'a', 'single', 'charge', 'in']",12,POSITIVE,1,"[('ten hours', 'TIME')]",720.0
"That’s four more hours
than the previous generation!",733.162,3.504,736.666,"that’s four more hours
than the previous generation!","['four', 'more', 'hours', 'than', 'the', 'previous']",6,POSITIVE,1,"[('four more hours', 'TIME')]",720.0
So that’s AirPods Pro 3!,736.733,2.369,739.102,so that’s airpods pro 3!,"['so', 'airpods', 'pro']",3,POSITIVE,1,"[('3', 'CARDINAL')]",720.0
"Delivering sensational audio performance,
including the world’s best ANC,",739.269,5.538,744.807,"delivering sensational audio performance,
including the world’s best anc,","['delivering', 'sensational', 'audio', 'including', 'the', 'best']",6,POSITIVE,1,"[('anc', 'ORG')]",720.0
"an exceptional fit,
and innovative fitness capabilities.",745.341,4.438,749.779,"an exceptional fit,
and innovative fitness capabilities.","['an', 'exceptional', 'and', 'innovative', 'fitness']",5,POSITIVE,1,[],720.0
"Whether you’ve experienced AirPods before,
or this is the first time,",749.846,4.905,754.751,"whether you’ve experienced airpods before,
or this is the first time,","['whether', 'experienced', 'airpods', 'or', 'this', 'is', 'the', 'first']",8,NEGATIVE,-1,"[('first', 'ORDINAL')]",720.0
"these AirPods Pro define a new benchmark
for the world’s most popular headphones.",754.984,6.44,761.4240000000001,"these airpods pro define a new benchmark
for the world’s most popular headphones.","['these', 'airpods', 'pro', 'define', 'a', 'new', 'benchmark', 'for', 'the', 'most', 'popular']",11,POSITIVE,1,[],720.0
"And even with all of these updates,
they will still be available for $249.",761.758,5.672,767.4300000000001,"and even with all of these updates,
they will still be available for $249.","['and', 'even', 'with', 'all', 'of', 'these', 'they', 'will', 'still', 'be', 'available', 'for']",12,POSITIVE,1,"[('249', 'MONEY')]",720.0
"You can pre-order them today, and
they will be available September 19th.",767.43,4.872,772.3019999999999,"you can pre-order them today, and
they will be available september 19th.","['you', 'can', 'them', 'and', 'they', 'will', 'be', 'available', 'september']",9,POSITIVE,1,"[('today', 'DATE'), ('september 19th', 'DATE')]",720.0
"And now, back to Tim.",772.468,2.236,774.704,"and now, back to tim.","['and', 'back', 'to']",3,POSITIVE,1,"[('tim', 'PERSON')]",720.0
AirPods Pro 3 are absolutely amazing.,776.005,3.837,779.842,airpods pro 3 are absolutely amazing.,"['airpods', 'pro', 'are', 'absolutely']",4,POSITIVE,1,"[('3', 'CARDINAL')]",720.0
They take the audio quality,779.876,1.401,781.2769999999999,they take the audio quality,"['they', 'take', 'the', 'audio', 'quality']",5,POSITIVE,1,[],720.0
"of the most popular headphones
in the world to an entirely new level.",781.311,4.804,786.115,"of the most popular headphones
in the world to an entirely new level.","['of', 'the', 'most', 'popular', 'headphones', 'in', 'the', 'world', 'to', 'an', 'entirely', 'new']",12,POSITIVE,1,[],720.0
"Next, let’s turn to Apple Watch.",786.449,2.936,789.385,"next, let’s turn to apple watch.","['turn', 'to', 'apple']",3,POSITIVE,1,[],720.0
"For millions it’s an indispensable
daily companion,",789.419,3.536,792.9549999999999,"for millions it’s an indispensable
daily companion,","['for', 'millions', 'an', 'indispensable', 'daily']",5,POSITIVE,1,"[('millions', 'CARDINAL'), ('daily', 'DATE')]",720.0
"a fitness coach, message center,
mobile wallet and a beautiful timepiece.",792.989,6.173,799.162,"a fitness coach, message center,
mobile wallet and a beautiful timepiece.","['a', 'fitness', 'message', 'mobile', 'wallet', 'and', 'a', 'beautiful']",8,POSITIVE,1,[],720.0
"What I really love about Apple Watch
is how it alerts millions of people",799.362,4.137,803.4989999999999,"what i really love about apple watch
is how it alerts millions of people","['what', 'i', 'really', 'love', 'about', 'apple', 'watch', 'is', 'how', 'it', 'alerts', 'millions', 'of', 'people']",14,POSITIVE,1,"[('millions', 'CARDINAL')]",720.0
"to potentially serious health issues
and helps save so many lives",803.499,4.638,808.1370000000001,"to potentially serious health issues
and helps save so many lives","['to', 'potentially', 'serious', 'health', 'issues', 'and', 'helps', 'save', 'so', 'many', 'lives']",11,POSITIVE,1,[],720.0
simply by wearing it on your wrist.,808.171,2.869,811.0400000000001,simply by wearing it on your wrist.,"['simply', 'by', 'wearing', 'it', 'on', 'your']",6,POSITIVE,1,[],720.0
"It provides Fall Detection and Crash
Detection, monitors your heart rate,",811.074,4.604,815.678,"it provides fall detection and crash
detection, monitors your heart rate,","['it', 'provides', 'fall', 'detection', 'and', 'crash', 'monitors', 'your', 'heart']",9,POSITIVE,1,[],720.0
"tracks your sleep, is your life line
in emergencies and so much more.",815.678,5.472,821.15,"tracks your sleep, is your life line
in emergencies and so much more.","['tracks', 'your', 'is', 'your', 'life', 'line', 'in', 'emergencies', 'and', 'so', 'much']",11,NEGATIVE,-1,[],720.0
"Let’s take a look at the remarkable ways
Apple Watch has touched people’s lives.",821.384,5.038,826.422,"let’s take a look at the remarkable ways
apple watch has touched people’s lives.","['take', 'a', 'look', 'at', 'the', 'remarkable', 'ways', 'apple', 'watch', 'has', 'touched']",11,POSITIVE,1,[],720.0
[KEYBOARD KEYS TYPING],828.291,4.738,833.0290000000001,[keyboard keys typing],['keys'],1,NEGATIVE,-1,"[('keyboard keys', 'PERSON')]",720.0
♪ Soft music ♪,835.865,3.804,839.669,♪ soft music ♪,"['soft', 'music']",2,POSITIVE,1,"[('♪', 'PERSON')]",720.0
I'm writing to you regarding my health,843.039,2.169,845.208,i'm writing to you regarding my health,"['writing', 'to', 'you', 'regarding', 'my', 'health']",6,POSITIVE,1,[],840.0
"in relation to my
experience with Apple Watch.",845.241,2.669,847.91,"in relation to my
experience with apple watch.","['in', 'relation', 'to', 'my', 'experience', 'with', 'apple']",7,POSITIVE,1,[],840.0
I just wasn't taking care of myself.,848.978,1.635,850.6129999999999,i just wasn't taking care of myself.,"['i', 'just', 'taking', 'care', 'of']",5,NEGATIVE,-1,[],840.0
"I wasn't eating well, terrible schedule.",850.613,2.369,852.9820000000001,"i wasn't eating well, terrible schedule.","['i', 'eating', 'terrible']",3,NEGATIVE,-1,[],840.0
"Just like, wasn't sleeping.",852.982,1.735,854.717,"just like, wasn't sleeping.",['just'],1,POSITIVE,1,[],840.0
